application_key,status,fixture,classification,unresolved_families,unresolved_dispositions,periodic_review,model_score_changed,model_tier_changed,edd_changed,approval_changed,floor_changed,compliance_review_changed,evidence_stale_or_incomplete
5b660237f57c3569,draft,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,true
5b7bc77d71cb26b6,draft,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,true
5b960cafd2d6dd98,compliance_review,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
5bfcc8426ff2c586,draft,false,READY_AFTER_DATA_CLEANUP,"complexity,introduction,monthly_volume,ownership,sector",MISSING_REQUIRED_DATA,false,false,false,false,false,false,false,true
5c3b7fc266a14708,approved,true,TERMINAL_READ_ONLY,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,true
5c3f9cf7928add76,compliance_review,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
5c529135efb69e26,edd_required,true,BLOCKED,"complexity,entity_type,introduction,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE,UNCLASSIFIED_UNRESOLVED",false,true,false,false,true,false,true,true
5c8d0d45909892ad,kyc_submitted,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector,service","LEGACY_SERVICE_UNMAPPED,QUARANTINE,REJECT",false,false,false,false,true,false,true,false
5cbfb61db282b673,kyc_documents,false,READY,,,false,true,false,false,false,false,false,false
5cdaa32748e55715,kyc_submitted,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
5cecc8639707c51f,submitted_to_compliance,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
5d30d90331d3200a,kyc_submitted,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,true,false,false,true,false,false,false
5db1bc6d5123de06,edd_required,false,BLOCKED,"complexity,entity_type,incorporation_country,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
5deaaa2abd532a74,in_review,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,true
5df6a0aa263b6d0e,edd_required,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
5e6092521dabd3f3,approved,false,TERMINAL_READ_ONLY,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",true,true,false,false,false,false,false,true
5e730a27816a55ab,kyc_submitted,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
5e7b7bf966948d95,approved,true,TERMINAL_READ_ONLY,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,true
5eff1406b046bb62,approved,true,TERMINAL_READ_ONLY,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,true
5f3f271d702ff1a8,pricing_review,false,BLOCKED,monthly_volume,QUARANTINE,false,false,false,false,false,false,false,false
5f47ee7b90230bec,pricing_review,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
5febe7580ababafd,kyc_submitted,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,true,false,false,true,false,false,false
601d7871b5968f91,under_review,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
601dc619f02275d4,edd_required,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
605a85abef6c58bf,kyc_documents,false,READY,,,false,true,false,false,false,false,false,false
61c4fd45a33df892,pre_approval_review,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
6214eb9546ca0b86,compliance_review,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
629ca3bf12c6db91,in_review,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
62b66c200f02d115,pre_approval_review,false,BLOCKED,"complexity,entity_type,monthly_volume",QUARANTINE,false,false,false,false,false,false,false,false
62c238f0ae2e23b8,pricing_review,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
62c76cf40be577da,pre_approval_review,false,READY,,,false,false,false,false,false,false,false,false
6308fce1f769a940,compliance_review,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
63738b34f5cf09de,pricing_review,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
6419454f2c456972,kyc_documents,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector,service","LEGACY_SERVICE_UNMAPPED,QUARANTINE,REJECT",false,true,false,false,false,false,false,false
64b8264c3b055e12,approved,false,TERMINAL_READ_ONLY,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",true,false,false,false,false,false,false,true
656e9acf9f2104de,under_review,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
65cb14d96ed4278b,kyc_documents,false,BLOCKED,"complexity,introduction,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,true,false,false,false,false,false,false
664279cdf62d8f9f,approved,true,TERMINAL_READ_ONLY,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",true,false,false,false,false,false,false,true
667e3eec7f3ff80b,draft,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE,UNCLASSIFIED_UNRESOLVED",false,false,false,false,false,false,false,true
668e6da7b9fc03a1,pricing_review,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
66e1b5a992f49436,draft,false,BLOCKED,"complexity,entity_type,monthly_volume,ownership,sector,service","LEGACY_SERVICE_UNMAPPED,QUARANTINE,UNCLASSIFIED_UNRESOLVED",false,false,false,false,false,false,false,true
672b025f40ffb5f8,compliance_review,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
6759106f9bfd4081,edd_required,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
67a175894af237c6,kyc_documents,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE,UNCLASSIFIED_UNRESOLVED",false,false,false,false,false,false,false,true
67b73a1d5b88c67d,draft,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE,UNCLASSIFIED_UNRESOLVED",false,false,false,false,false,false,false,true
6808fc787585e955,draft,false,READY_AFTER_DATA_CLEANUP,"complexity,entity_type,incorporation_country,introduction,monthly_volume,ownership,sector",MISSING_REQUIRED_DATA,false,false,false,false,false,false,false,true
6814b3ab90e01d73,compliance_review,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
68247150bcd7372c,pre_approval_review,false,BLOCKED,"complexity,entity_type,sector",QUARANTINE,false,false,false,false,false,false,false,false
683354343b795340,rejected,true,TERMINAL_READ_ONLY,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE,REJECT",false,false,false,false,false,false,false,true
68ed813826717977,draft,false,BLOCKED,"complexity,introduction,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,true,false,false,false,false,false,false
69015a9c1ec152b0,draft,false,BLOCKED,"complexity,introduction,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,true,false,false,false,false,false,false
6941ca12260b1f4f,edd_required,true,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
697b8825f820efd5,kyc_documents,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
698103fc9fbb6df8,edd_required,false,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
69b352b2c014add6,draft,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE,UNCLASSIFIED_UNRESOLVED",false,false,false,false,false,false,false,true
6a10847317bb52db,draft,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
6a33b2c2410e2580,compliance_review,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
6a9caf877da5186f,draft,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE,UNCLASSIFIED_UNRESOLVED",false,false,false,false,false,false,false,true
6b0c3d42fdb54e04,draft,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,true
6b317a1080545b8d,kyc_submitted,true,BLOCKED,"complexity,introduction,monthly_volume","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
6b370409d0f18106,kyc_documents,false,READY,,,false,true,false,false,false,false,false,false
6b6bbefc3b42118c,compliance_review,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
6bc265a0648a3621,compliance_review,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
6c2c21d195f418bf,draft,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,true
6c7dd612ca696b7e,kyc_submitted,false,BLOCKED,"complexity,introduction,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,true,false,false,true,false,true,false
6cd470a45159709f,draft,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE,REJECT",false,false,false,false,false,false,false,true
6d21bf2aa94660bd,compliance_review,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
6d4693ed1cf0388e,edd_required,false,BLOCKED,sector,QUARANTINE,false,false,false,false,true,false,true,false
6d5ecdb79859227f,draft,false,READY_AFTER_DATA_CLEANUP,"complexity,entity_type,introduction,ownership,sector",MISSING_REQUIRED_DATA,false,false,false,false,false,false,false,true
6dad0ccdd023d50b,edd_required,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
6e3f463e3a2341b2,pricing_review,false,BLOCKED,"complexity,monthly_volume",QUARANTINE,false,false,false,false,false,false,false,false
6e6d727117b3df3a,compliance_review,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
6eea5aae64b41274,rejected,false,TERMINAL_READ_ONLY,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,true
6f1ea6179bfda3d4,pre_approval_review,false,BLOCKED,"complexity,entity_type,sector",QUARANTINE,false,false,false,false,false,false,false,false
6f7cfa38fbcaa91c,edd_required,true,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
6f85354a1d11f436,draft,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,true
6fdf3b4105e77650,kyc_submitted,false,BLOCKED,"complexity,introduction,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,true,false,false,true,false,true,false
700062e0f294c1cb,submitted,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
703cd72bd5edaa12,draft,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,true
704ffcdc277221ec,kyc_submitted,true,BLOCKED,"complexity,introduction,monthly_volume","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
707f459df6ca933e,pricing_review,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
70b167f1cae4893d,pricing_review,true,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
70c81aefa713e878,kyc_documents,false,BLOCKED,"complexity,entity_type,sector",QUARANTINE,false,true,false,false,false,false,false,false
713d2976c7d7856a,kyc_documents,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,true
717febab1a16b6d1,compliance_review,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
71be02c9fe7a3c59,approved,false,TERMINAL_READ_ONLY,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE,UNCLASSIFIED_UNRESOLVED",true,false,false,false,false,false,false,true
71c11709e6bb279a,kyc_documents,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
71c47571b73b793f,kyc_documents,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
71daccfe0df195fe,approved,true,TERMINAL_READ_ONLY,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE,REJECT",false,false,false,false,false,false,false,true
7203d37d7a2225b4,rejected,false,TERMINAL_READ_ONLY,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE,UNCLASSIFIED_UNRESOLVED",false,false,false,false,false,false,false,true
72535b11025f02c9,rejected,false,TERMINAL_READ_ONLY,"complexity,introduction,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,true,false,false,false,false,false,true
72a020b0911284e4,submitted_to_compliance,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE,REJECT",false,false,false,false,true,false,true,false
7373500c85d51dba,compliance_review,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
7381b61320243c3f,kyc_submitted,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
73b3d5c74943c643,kyc_documents,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
73cee8a66a1e41be,pricing_review,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
73d2d8e15714bd9b,pricing_review,false,BLOCKED,"complexity,introduction,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,true,false,false,false,false,false,false
74b6aceda3af24a3,compliance_review,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
74c8bc23524a3a86,compliance_review,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
74e18d14e89a9426,pre_approval_review,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
755f06fa5dcbff55,kyc_documents,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
757eee90e73e76c5,pricing_review,false,READY,,,false,false,false,false,false,false,false,false
75aae21aa97fcb43,kyc_documents,false,READY,,,false,true,false,false,false,false,false,false
75c1433d45dcc359,compliance_review,false,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
75da70b346f0e93a,edd_required,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
7632f18efc215480,kyc_documents,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
76435437beb4a179,draft,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,true
768010c71473cea1,in_review,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
76823bc03011acfd,draft,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,true
76bd1690416bd40f,draft,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE,UNCLASSIFIED_UNRESOLVED",false,false,false,false,false,false,false,true
76eced7a35f74441,approved,false,TERMINAL_READ_ONLY,"complexity,entity_type,introduction,monthly_volume","MISSING_REQUIRED_DATA,QUARANTINE",true,false,false,false,false,false,false,true
7701d267a149fe1e,compliance_review,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
77bf012cb87e0e8d,pricing_review,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
782fdb6bc0b28036,draft,false,BLOCKED,"complexity,entity_type,monthly_volume,ownership,sector,service","LEGACY_SERVICE_UNMAPPED,QUARANTINE,UNCLASSIFIED_UNRESOLVED",false,false,false,false,false,false,false,true
78483f561c8474fb,kyc_documents,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE,REJECT",false,false,false,false,false,false,false,false
785005f94fa2ae28,edd_required,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
786e3b788f8694ac,compliance_review,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
78a9ea606ff9244b,approved,true,TERMINAL_READ_ONLY,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,true
79155c90e2194ec5,draft,false,BLOCKED,"complexity,introduction,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,true,false,false,false,false,false,false
793c7b1271283d15,draft,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,true
79913a753842f131,kyc_submitted,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
79b217bcbcca6c03,kyc_submitted,false,BLOCKED,"complexity,entity_type,incorporation_country,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
7a8c51c23452bb4d,compliance_review,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
7ab1cba49b57017b,in_review,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
7ab6421b309add90,draft,false,READY_AFTER_DATA_CLEANUP,"complexity,introduction,monthly_volume,ownership,sector",MISSING_REQUIRED_DATA,false,false,false,false,false,false,false,true
7b5c7ac612efa1d2,compliance_review,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
7b62818ab732a674,pre_approval_review,false,BLOCKED,"complexity,introduction,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
7b70482919ff2bd0,pre_approval_review,false,BLOCKED,"complexity,entity_type,sector",QUARANTINE,false,false,false,false,false,false,false,false
7b72cc5af3847edf,pricing_review,false,BLOCKED,"ownership,sector",QUARANTINE,false,true,false,false,false,false,false,false
7c3cfad8a814abbc,draft,false,READY_AFTER_DATA_CLEANUP,"complexity,introduction,monthly_volume",MISSING_REQUIRED_DATA,false,false,false,false,false,false,false,true
7c8939a142951d6b,edd_required,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
7c97f9ff8e441e2f,draft,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,true
7ca30bb1c762dd7c,compliance_review,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
7cc9fa095c9e2d7b,edd_required,true,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
7cd93d9d4b9fff87,pre_approval_review,false,READY,,,false,false,false,false,false,false,false,false
7d18d35ea1504c6a,edd_required,false,BLOCKED,"ownership,sector",QUARANTINE,false,false,false,false,true,false,true,false
7d3fe7e254b6d77b,compliance_review,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE,REJECT",false,false,false,false,true,false,false,false
7df7bce3488d5156,edd_required,false,BLOCKED,"complexity,entity_type,incorporation_country,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
7f2e2aed855567ed,edd_required,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
7f6435a2ba03f991,approved,true,TERMINAL_READ_ONLY,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,true
7f678310e609c0f9,edd_required,false,BLOCKED,"complexity,entity_type,incorporation_country,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
7f851ce0f42c2e37,edd_required,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
7fb17fb412695641,edd_required,false,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
7fd7e72efa1ec6bb,edd_required,true,BLOCKED,"complexity,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
7ff8eafab025a4f6,pricing_review,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
7fffb8eae5d64469,approved,true,TERMINAL_READ_ONLY,"complexity,entity_type,introduction,monthly_volume,ownership","MISSING_REQUIRED_DATA,QUARANTINE",true,false,false,false,false,false,false,true
8032d6b37d159720,kyc_documents,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
8097275dfc7c5886,kyc_documents,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
80b3ae2228a3649b,compliance_review,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,false,false
80d9b1cc4fc553ec,kyc_documents,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector,service","LEGACY_SERVICE_UNMAPPED,QUARANTINE,REJECT",false,true,false,false,false,false,false,false
80dd3170af9bc392,draft,false,READY_AFTER_DATA_CLEANUP,"complexity,introduction,monthly_volume,sector",MISSING_REQUIRED_DATA,false,false,false,false,false,false,false,true
80e199db880884c5,pricing_review,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
817377592dcad77c,edd_required,true,BLOCKED,"complexity,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,false
82a3bd4e187c6563,approved,false,TERMINAL_READ_ONLY,complexity,UNCLASSIFIED_UNRESOLVED,true,false,false,false,false,false,false,true
8316c2610f2d41a2,kyc_documents,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
83279cc63bff62fe,pricing_review,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
83491dc8201949b9,pricing_review,false,BLOCKED,"complexity,entity_type,introduction,monthly_volume,ownership","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,false,false,false,false
8373776906a6f9cb,edd_required,true,BLOCKED,"complexity,entity_type,introduction,monthly_volume,sector","MISSING_REQUIRED_DATA,QUARANTINE",false,false,false,false,true,false,true,true
